"","x"
"dp45","Jak silne w tych dniach jest Pani pragnienie życia?"
"dp46_1","zwracam się o radę i pomoc do innych ludzi"
"dp46_2","mobilizuję się i przystępuję do działania"
"dp46_3","sięgam po alkohol"
"dp46_4","pocieszam się myślą, że mogło być jeszcze gorzej, lub że innym jest jeszcze gorzej"
"dp46_5","poddaję się, nie wiem co robić"
"dp46_6","zażywam środki uspokajające"
"dp46_7","modlę się o pomoc do Boga"
"dp46_8","zajmuję się innymi rzeczami, które odwracają moją uwagę i poprawiają nastrój"
"dp47","Czy czuje się Pani osamotniona, mimo że tego nie chce?"
"dp48","Jakie wykształcenie miał Pani OJCIEC (lub główny opiekun/opiekunka), gdy miała Pani 14 lat?"
"dp49n","N.kategorie odczuć i zachowań: WYGLĄD"
"dp49o","O.kategorie odczuć i zachowań: ZAPAŁ DO PRACY"
"dp49p","P.kategorie odczuć i zachowań: SEN"
"dp49q","Q.kategorie odczuć i zachowań: MĘCZLIWOŚĆ"
"dp49r","R.kategorie odczuć i zachowań: APETYT"
"dp49t","T.kategorie odczuć i zachowań: ZDROWIE"
"dp49u","U.kategorie odczuć i zachowań: SEKS"
"dp50_1","Podziwiam ludzi, którzy mają drogie domy, samochody i ubrania"
"dp50_2","Miarą życiowego sukcesu jest stan posiadania różnych dóbr materialnych"
"dp50_3","Lubię mieć rzeczy, których inni mogliby mi zazdrościć"
"dp50_4","Lubię kupować rzeczy, które nie mają praktycznego znaczenia"
"dp50_5","Samo robienie zakupów sprawia mi prawdziwą radość"
"dp50_6","Mam bardzo dużo energii w sobie"
"dp50_7","Z niecierpliwością czekam, co przyniesie każdy kolejny dzień"
"dp50_8","Niektórzy ludzie są więcej warci od innych"
"dp50_9","Chciałabym dobrze, atrakcyjnie wyglądać"
"dp50_10","W idealnym świecie wszystkie narody powinny być sobie równe"
"dp50_11","Przywiązuję dużą wagę do dóbr materialnych"
"dp50_12","Pragnę zyskiwać przyjaciół"
"dp50_13","Niektóre grupy ludzi nie zasługują na szacunek"
"dp50_14","Powinniśmy dążyć do tego, aby dochody wszystkich ludzi były w miarę wyrównane"
"dp51","Czy Pani zdaniem reformy w Polsce po 1989 roku udały się ogólnie, czy raczej nie udały?"
"dp52","Czy w ciągu ostatnich dwóch lat zdarzyło się, że angażowała się Pani w działania na rzecz społeczności lokalnej (gminy, osiedla, miejscowości, w najbliższym sąsiedztwie)?"
"dp53_1","somatyka - silne bóle głowy"
"dp53_2","somatyka - bóle brzucha lub wzdęcia"
"dp53_3","somatyka - ból albo napięcie mięśni karku i ramion"
"dp53_4","somatyka - bóle w klatce piersiowej lub sercu"
"dp53_5","somatyka - suchość w ustach lub gardle"
"dp53_6","somatyka - napady pocenia się"
"dp53_7","somatyka - uczucie duszności"
"dp53_8","somatyka - łamanie i bóle w całym ciele"
"dp53_9","somatyka - gwałtowne bicie serca (palpitacje)"
"dp53_10","somatyka - dreszcze lub drgawki"
"dp53_11","somatyka - uczucie parcia na pęcherz i częstsze oddawanie moczu"
"dp53_12","somatyka - uczucie zmęczenia niezwiązanego z pracą"
"dp53_13","somatyka - zaparcia"
"dp53_14","somatyka - krwawienie z nosa"
"dp53_15","somatyka - gwałtowne skoki ciśnienia krwi"
"dp54","Czy zmiany, jakie zaszły w Polsce od 1989 r., miały wpływ na Pani życie?"
"dp55","czy ogólnie rzecz biorąc ten wpływ był raczej korzystny czy raczej niekorzystny?"
"dp56","Czy pali Pani papierosy?"
"dp57","Ile przeciętne sztuk papierosów dziennie Pani wypala?"
"dp58","czy kiedykolwiek w życiu paliła Pani papierosy?"
"dp59","Czy, biorąc wszystko razem pod uwagę, miniony rok należał w Pani życiu do udanych"
"dp60_1","od władz"
"dp60_2","ode mnie samego"
"dp60_3","od innych ludzi"
"dp60_4","od losu (opatrzności)"
"dp61_1","Zadowolenie ze swoich stosunków z najbliższymi w rodzinie"
"dp61_2","Zadowolenie z sytuacji finansowej własnej rodziny"
"dp61_3","Zadowolenie ze stosunków z kolegami (grupą przyjaciół)"
"dp61_4","Zadowolenie z obecnych dochodów rodziny"
"dp61_5","Zadowolenie z możliwości zaspokojenia potrzeb żywnościowych"
"dp61_6","Zadowolenie ze stanu swojego zdrowia"
"dp61_7","Zadowolenie ze swoich osiągnięć życiowych"
"dp61_8","Zadowolenie z sytuacji w kraju"
"dp61_9","Zadowolenie z warunków mieszkaniowych"
"dp61_10","Zadowolenie z miejscowości, w której Pani żyje"
"dp61_11","Zadowolenie z poziomu dostępnych dóbr i usług"
"dp61_12","Zadowolenie z perspektyw na przyszłość"
"dp61_13","Zadowolenie z życia seksualnego"
"dp61_14","Zadowolenie ze swego wykształcenia"
"dp61_15","Zadowolenie ze sposobu spędzania wolnego czasu"
"dp61_16","Zadowolenie z norm moralnych panujących w otoczeniu"
"dp61_17","Zadowolenie z pracy"
"dp61_18","Zadowolenie z dzieci"
"dp61_19","Zadowolenie z małżeństwa"
"dp61_20","Zadowolenie ze stanu bezpieczeństwa w miejscu zamieszkania"
"dp61_21","Zadowolenie z opieki zdrowotnej blisko miejsca zamieszkania"
"dp61_22","Zadowlolenie ze swojego uczestnictwa w kulturze"
"dp62","Czy w ostatnim roku była Pani na jakimś zebraniu publicznym (ale nie w miejscu pracy)?"
"dp63","czy na takim zebraniu zabrała Pani głos w jakiejś sprawie?"
"dp64","Czy w ostatnim roku brała Pani udział w przygotowaniu lub prowadzeniu jakiegoś zebrania (poza miejscem pracy)?"
"dp65","Ogólnie rzecz biorąc, czy uważa Pani, że można ufać większości ludzi, czy też sądzi Pani, że w postępowaniu z ludźmi ostrożności nigdy za wiele?"
"dp66_1","Ile dobrego zrobili Pani inni ludzie?"
"dp66_2","Ile złego zrobili Pani inni ludzie?"
"dp66_3","Ile dobrego zrobiła Pani innym ludziom?"
"dp66_4","Ile złego zrobiła Pani innym ludziom?"
"dp67","Czy używa Pani komputera w pracy, w domu lub w innym miejscu, przynajmniej od czasu do czasu?"
"dp68","Czy jest Pani członkiem jakichś organizacji, stowarzyszeń, partii, komitetów, rad, grup religijnych, związków lub kół?"
"dp69","czy pełniła Pani kiedykolwiek jakieś funkcje w takich organizacjach?"
"dp70_1","ktoś płaci podatki mniejsze niż powinien"
"dp70_2","ktoś unika płacenia za korzystanie z transportu publicznego (np. autobusów, pociągów)"
"dp70_3","komuś udaje się nie płacić za światło"
"dp70_4","ktoś pobiera niesłusznie zasiłek dla bezrobotnych"
"dp70_5","ktoś nie płaci (choć może) czynszu za mieszkanie"
"dp70_6","ktoś sprowadza towary z zagranicy i nie płaci cła"
"dp71","Które z podanych stwierdzeń o demokracji jest Pani najbliższe?"
"dp72","Pani własny (osobisty) dochód miesięczny netto (na rękę) średnio z ostatnich trzech miesięcy wyniósł"
"dp73","Jakiego dochodu miesięcznie netto (na rękę) spodziewa się Pani za dwa lata?"
"dp74","Ile czasu poświęciła Pani przeciętnie dziennie w minionym tygodniu na oglądanie telewizji?"
"dp75","korzystałam z porad psychologa (psychiatry)"
"dp76","piłam za dużo alkoholu"
"dp77","próbowałam narkotyków"
"dp78","zmarł ktoś bliski mi"
"dp79","nie mogłam znaleźć pracy po ukończeniu szkoły"
"dp80","zostałam przeniesiona na gorsze stanowisko"
"dp81","ominął mnie awans zawodowy"
"dp82","awansowałam"
"dp83","miałam poważne problemy z szefem"
"dp84","otworzyłam własny interes, założyłam firmę"
"dp85","na prowadzonych interesach straciłam dużo pieniędzy"
"dp86","okradziono mnie"
"dp87","zostałem napadnięta i pobita"
"dp88","włamano się do mojego domu lub samochodu"
"dp89","zostałam oskarżona o czyn, za który grozi kara więzienia lub grzywna"
"dp90","byłam zatrzymana przez policję"
"dp91","zostałam oskarżona w sprawie cywilnej"
"dp92","spowodowałam kolizję lub wypadek drogowy"
"dp93","bliska osoba została aresztowana lub miała kłopoty z prawem"
"dp94","byłam dyskryminowany ze względu na narodowość, wygląd, przekonania lub z innych powodów"
"dp95","moje mieszkanie (dom) zostało poważenie zniszczone"
"dp96","przeprowadzony został remont mojego mieszkania (domu)"
"dp97","miałam kłopoty z właścicielem lub zarządcą budynku, w którym mieszkam (mieszkałam)"
"dp98","poważnie chorowałam"
"dp99","Czy w ostatnim roku podpisała Pani jakiś list zbiorowy, petycję, protest itp."
"dp100","Czy w latach 2000-2007 była Pani przez jakiś czas osobą bezrobotną"
"dp101_1","z powodu przerwy pomiędzy umowami o pracę u tego samego pracodawcy"
"dp101_2","własna decyzja"
"dp101_3","zwolnienie indywidualne"
"dp101_4","przymusowa przerwa w pracy spowodowana sytuacją pracodawcy"
"dp101_5","z powodu szkolenia/nauki"
"dp101_6","z powodów rodzinnych / osobistych"
"dp101_7","zwolnienie grupowe"
"dp101_8","zakończyła się umowa o pracę na czas określony"
"dp101_9","inne przyczyny"
"dp102","Czy zamierza Pani w ciągu następnych dwóch lat wyjechać za granicę, aby tam pracować?"
"do102_n1","Do jakiego kraju 1"
"dp102_n2","Do jakiego kraju 2"
"dp103","Na jak długo?"
"dp104","Czy zamierza Pani w ciągu następnych dwóch lat wyjechać za granicę, aby się tam kształcić?"
"dp104_n1","Do jakiego kraju 1"
"dp104_n2","Do jakiego kraju 2"
"dp105","Na jak długo?"
"dp106_1","Brak napięć i stresów"
"dp106_2","Duża samodzielność"
"dp106_3","Możliwość rozwoju osobistego"
"dp106_4","Praca zgodna z umiejętnościami"
"dp106_5","Możliwość szybkiego awansowania"
"dp106_6","Stabilność zatrudnienia"
"dp106_7","Dogodne godziny pracy"
"dp106_8","Możliwość wykonywania pracy w domu"
"dp106_9","Długi urlop"
"dp106_10","Zajęcie poważane przez ludzi"
"dp106_11","Odpowiednia płaca"
"dp106_12","Inne czynniki"
"dp107_1","odpowiednia organizacja czasu pracy"
"dp107_2","dłuższe płatne urlopy (np. macierzyński, wychowawczy itp.)"
"dp107_3","wyższe zasiłki (np. wychowawczy, na dzieci itp.)"
"dp107_4","lepsze możliwości opieki nad dziećmi poza domem"
"dp108_1","banków"
"dp108_2","towarzystw ubezpieczeń na życie"
"dp108_3","towarzystw ubezpieczeń majątkowych"
"dp108_4","funduszy inwestycyjnych"
"dp108_5","funduszy emerytalnych"
"dp108_6","giełdy"
"dp108_7","ZUS-u"
"dp109_1","na podstawie umowy o pracę na czas określony i na okres dłuższy niż rok )"
"dp109_2","na podstawie umowy o pracę  na czas nieokreślony"
"dp109_3","na własny rachunek jako przedsiębiorca zatrudniający pracowników"
"dp109_4","na własny rachunek jako samozatrudniona"
"dp109_5","pomagający bezpłatnie członek rodziny"
"dp109_6","praca dorywcza (na podstawie umów terminowych, tzn. umów na zastępstwo, na czas wykonywania określonej pracy)"
"dp109_7","inne umowy krótkookresowe (np. praktyki studenckie)"
"dp109_8","praca na okres próbny"
"dp109_9","praca najemna na podstawie umowy cywilno-prawnej (umowa o dzieło, umowa zlecenie)"
"dp109_10","praca najemna bez formalnej umowy i/lub z umową ustną"
"dp109_11","inne,"
"dp110","Czy praca, którą wykonywała Pani w latach 2000-2007, pozwalała wykorzystać Pani kwalifikacje?"
"dp111","Ile razy zmieniła Pani stanowisko w głównym miejscu pracy w latach 2000-2007?"
"dp112","Ile razy Pani awansowała w latach 2000-2007?"
"dp113","Czy w latach 2000-2007 była Pani przesunięta na niższe stanowisko?"
"dp114","Ile czasu przeciętnie zabiera Pani droga z miejsca zamieszkania do pracy?"
"dp115","Jaka jest odległość z miejsca zamieszkania do pracy"
"dp116","Czy korzysta Pani z jakiegoś ubezpieczenia grupowego zawieranego za pośrednictwem zakładu pracy?"
"dp117_1","zmiana godziny rozpoczęcia lub zakończenia dnia pracy,"
"dp117_2","wyjście z pracy przynajmniej na godzinę"
"dp117_3","wykonywanie niektórych obowiązków zawodowych w domu"
"dp118_1","jeśli wynagrodzenie byłoby wyższe, niż mam obecnie"
"dp118_2","jeśli praca byłaby ciekawsza niż obecna"
"dp118_3","jeśli  możliwości awansu/rozwoju zawodowego byłyby większe niż obecne"
"dp118_4","jeśli miałbym pewność zatrudnienia przynajmniej przez rok"
"dp118_5","na żadnych warunkach nie podjąłbym pracy poza krajem"
"dp119","Czy uczestniczy Pani w jakimś dodatkowym zabezpieczeniu emerytalnym?"
"dp120","w jakim Pani uczestniczy?"
"dp121","czy zamierza Pani uczestniczyć w jakimś dodatkowym zabezpieczeniu emerytalnym?"
"dp122_1","płacenia składki przez pracodawcę"
"dp122_2","zwolnienia składki od podatku"
"dp122_3","zwolnienia oszczędności od podatku"
"dp123","Ile razy zmieniła Pani miejsce pracy w latach 2000-2007?"
"dp124_1","dobrowolna decyzja w celu podjęcia lepszej/ lepiej płatnej pracy"
"dp124_2","skończyła się umowa o pracę na czas określony"
"dp124_3","z przyczyn niezależnych ode mnie"
"dp124_4","inne powody"
"dp125","Czy zmiana miejsca pracy wiązała się także ze zmianą wykonywanego zawodu?"
"dp126","Czy zmiana miejsca pracy wiązała się ze zmianą miejsca zamieszkania?"
"dp127_1","nauka, uzupełnianie kwalifikacji"
"dp127_2","zajmowanie się domem"
"dp127_3","ze względu na opiekę nad dziećmi"
"dp127_4","ze względu na opiekę nad niepełnosprawnymi i starszymi członkami gospodarstwa"
"dp127_5","ze względu na stan zdrowia"
"dp127_6","ze względu na nieodpowiedni wiek"
"dp127_7","ze względu na brak kwalifikacji odpowiadających pracodawcom"
"dp127_8","emerytura"
"dp127_9","ze względu na trudności ze znalezieniem pracy"
"dp127_10","otrzymywanie świadczeń społecznych"
"dp127_11","nie chciałam pracować"
"dp128_1","gdyby była możliwość podjęcia pracy w niepełnym wymiarze"
"dp128_2","gdyby była możliwość wykonywania przynajmniej części pracy w domu"
"dp128_3","gdyby była możliwość elastycznego organizowania czasu pracy"
"dp128_4","gdyby była możliwość otrzymywanie większej pomocy ze strony innych członków rodziny w wykonywaniu obowiązków rodzinnych"
"dp128_5","gdyby była możliwość skorzystania z odpowiedniej opieki dla dzieci lub chorych"
"dp128_6","gdyby była możliwość zachowania  prawa do otrzymywanych obecnie świadczeń społecznych"
"dp128_7","inne"
"dp128_8","nie chcę w ogóle pracować"
"dp129","Ile godzin w ostatnim tygodniu spędziła Pani przy komputerze?"
"dp130_1","w pracy"
"dp130_2","w domu"
"dp130_3","w szkole/ na uczelni"
"dp130_4","w kawiarence internetowej/ klubie"
"dp130_5","u znajomych/ rodziny"
"dp130_6","w innym miejscu"
"dp131_1","kopiowanie lub przenoszenie pliku albo folderu"
"dp131_2","używanie polecenia kopiowania, wycinania i wklejania w celu powielenia lub przemieszczenia wybranych fragmentów dokumentu"
"dp131_3","wykorzystanie podstawowych funkcji matematycznych w arkuszu kalkulacyjnym"
"dp131_4","tworzenie elektronicznej prezentacji"
"dp131_5","instalowanie nowych urządzeń (np. drukarki, modemu, skanera)"
"dp131_6","przesyłanie e-maila z załącznikami (np. dokumentami, plikami graficznymi)"
"dp131_7","używanie wyszukiwarki internetowej (np. Google, Yahoo!) w celu znalezienia informacji"
"dp131_8","tworzenie strony internetowej"
"dp131_9","pisanie programu komputerowego z użyciem języka programowania"
"dp132_1","pracy"
"dp132_2","nauce"
"dp132_3","rozrywce"
"dp132_4","szukaniu i czytaniu informacji w Internecie"
"dp132_5","podtrzymywaniu kontaktów z innymi ludźmi przez Internet"
"dp133","Kiedy zaczęła Pani korzystać z internetu? (proszę podać rok)"
"dp134","Ile godzin w ostatnim tygodniu korzystała Pani z internetu?"
"dp135_1k","kiedykolwiek:rodzina"
"dp135_2k","kiedykolwiek:osoby, z którymi pracuję"
"dp135_3k","kiedykolwiek:znajomi, przyjaciele"
"dp135_4k","kiedykolwiek:osoby poznane przez internet"
"dp135_5k","kiedykolwiek:inne osoby"
"dp135_1o","w ost.tygodniu:rodzina"
"dp135_2o","w ost.tygodniu:osoby, z którymi pracuję"
"dp135_3o","w ost.tygodniu:znajomi, przyjaciele"
"dp135_4o","w ost.tygodniu:osoby poznane przez internet"
"dp135_5o","w ost.tygodniu:inne osoby"
"dp135_6","nie wykorzystuję internetu do kontaktu z ludźmi'"
"dp136","Czy kiedykolwiek spotkała się Pani osobiście z osobami poznanymi przez internet?"
"dp137k1","kiedykolwiek:sprawdzanie i wysyłanie poczty elektronicznej (e-mail)"
"dp137k2","kiedykolwiek:korzystanie z komunikatorów umożliwiających rozmowy ze znajomymi (takich jak ICQ, gadu-gadu itp.)"
"dp137k3","kiedykolwiek:uczestniczenie w czatach"
"dp137k4","kiedykolwiek:uczestniczenie w grupach lub forach dyskusyjnych"
"dp137k5","kiedykolwiek:telefonowanie przez internet (VoIP, Skype),"
"dp137k6","kiedykolwiek:odbywanie wideokonferencji"
"dp137k7","kiedykolwiek:przeglądanie stron WWW"
"dp137k8","kiedykolwiek:zbieranie materiałów potrzebnych do nauki lub pracy"
"dp137k9","kiedykolwiek:uczestniczenie w kursach lub szkoleniach przez internet"
"dp137k10","kiedykolwiek:szukanie pracy, wysyłanie ofert dotyczących zatrudnienia"
"dp137k11","kiedykolwiek:kupowanie produktów przez internet (poza aukcjami)"
"dp137k12","kiedykolwiek:korzystanie z banku przez internet"
"dp137k13","kiedykolwiek:uczestniczenie w aukcjach internetowych"
"dp137k14","kiedykolwiek:granie w gry sieciowe przez internet"
"dp137k15","kiedykolwiek:ściąganie darmowego oprogramowania"
"dp137k16","kiedykolwiek:ściąganie darmowej muzyki, filmów"
"dp137k17","kiedykolwiek:tworzenie lub modyfikowanie własnej strony WWW lub bloga."
"dp137k18","kiedykolwiek:tworzenie i publikowanie własnych tekstów, grafiki, muzyki lub innej twórczości w internecie"
"dp137k19","kiedykolwiek:uzyskiwanie informacji ze stron internetowych instytucji publicznych"
"dp137k20","kiedykolwiek:pobieranie lub wypełnianie formularzy urzędowych"
"dp137k21","kiedykolwiek:słuchanie muzyki lub radia przez internet"
"dp137k22","kiedykolwiek:oglądanie telewizji przez internet"
"dp137k23","kiedykolwiek:rezerwacja biletów (np. lotniczych, do kina, do teatru)"
"dp137k24","kiedykolwiek:czytanie gazet przez internet"
"dp137k25","kiedykolwiek:korzystanie z Internetu i poczty elektronicznej z komputera domowego w celach zawodowych"
"dp137o1","w ost.tyg.:sprawdzanie i wysyłanie poczty elektronicznej (e-mail)"
